,Order_ID,Order_Date,Ship_Date,Customer_Id,Customer_Name,Customer_Segment,Product_Id,Product_Name,Category,Region,State,City,Quantity,Unit_Price,Discount(%),Sales_Amount,Cost_Price,Profit,Payment_Mode,Delivery_Staus,Supplier_Name,Supplier_Email,Stock_Left,Auto_Reorder,Reorder_Quantity
240,ORD1240,2025-07-07,2025-07-08,CUST220,Tanya Scott,Corporate,PROD5878,Headphone,Electronics,South,Louisiana,Nicoleshire,2,4425,15,7522.5,4899.87,2622.63,Cash,Cancelled,"Miller, Wade and Davis",briannamayer@example.net,18,No,0
241,ORD1241,2024-05-12,2024-05-16,CUST939,Roy Lopez,Consumer,PROD2000,File Folder,Office Supplies,East,Pennsylvania,Lake Jeanettebury,2,4723,0,9446.0,6096.28,3349.72,UPI,Pending,Le Group,shortangela@example.net,3,Yes,16
242,ORD1242,2025-09-13,2025-09-20,CUST950,Charles Velasquez,Corporate,PROD1582,Juice Pack,Grocery,North,Georgia,Kyleburgh,1,830,15,705.5,597.85,107.65,Cash,Returned,Edwards-Rogers,jason58@example.org,6,Yes,1
243,ORD1243,2025-05-28,2025-05-31,CUST483,Michael Brown II,Corporate,PROD8440,Headphone,Electronics,West,Kentucky,West Brandon,9,3741,0,33669.0,22528.45,11140.55,Cash,Cancelled,"Lane, Rojas and Fields",christina82@example.com,17,No,0
244,ORD1244,2024-03-14,2024-03-21,CUST192,Matthew Noble,Consumer,PROD1797,Rice Bag,Grocery,South,Rhode Island,East Meghanport,8,708,5,5380.8,4317.38,1063.42,Credit,Cancelled,Fritz-Harrison,yrice@example.com,17,No,0
245,ORD1245,2025-10-09,2025-10-11,CUST886,Robin Golden,Home Office,PROD1655,Monitor,Electronics,North,Indiana,New Tracy,3,864,15,2203.2,1902.6,300.6,Net Banking,Pending,Villa-Tate,wallshaley@example.net,1,Yes,21
246,ORD1246,2025-03-20,2025-03-22,CUST243,Victoria Richards,Home Office,PROD7911,Monitor,Electronics,North,Maryland,South Robert,6,492,10,2656.8,1930.49,726.31,Credit,Delivered,"Johnson, Chapman and Wood",nicolehernandez@example.net,25,No,0
247,ORD1247,2025-07-22,2025-07-27,CUST727,Heather Hart,Corporate,PROD4240,Notebook,Office Supplies,West,New Mexico,Port Valerie,1,3518,20,2814.4,2528.25,286.15,Cash,Returned,Mendoza-Hernandez,hoopercurtis@example.net,4,Yes,12
248,ORD1248,2024-11-16,2024-11-23,CUST520,Traci Thompson,Home Office,PROD4800,Keyboard,Electronics,East,Maine,Harrisonstad,6,742,20,3561.6,2236.81,1324.79,Credit,Pending,Johnson PLC,rkirk@example.org,24,No,0
249,ORD1249,2025-07-25,2025-08-01,CUST609,John White,Consumer,PROD7904,Cooking Oil,Grocery,South,Vermont,South Dustinchester,1,3481,15,2958.85,2536.83,422.02,Cash,Delivered,"Fernandez, Johns and Sullivan",gaustin@example.com,21,No,0
250,ORD1250,2024-10-19,2024-10-26,CUST355,Devin Cook,Corporate,PROD1596,Study Table,Furniture,South,Colorado,Lake Edgar,1,1472,5,1398.4,1220.18,178.22,Cash,Delivered,Anthony-Hunter,blackwellheidi@example.net,18,No,0
251,ORD1251,2024-11-18,2024-11-24,CUST221,Mary Collins MD,Consumer,PROD6633,Sugar,Grocery,North,Oklahoma,New Maria,10,1831,20,14648.0,10779.01,3868.99,Credit,Delivered,Obrien LLC,wendy82@example.com,30,No,0
252,ORD1252,2025-11-03,2025-11-05,CUST296,Stephanie Williams,Home Office,PROD4438,Keyboard,Electronics,North,Wyoming,North Tracyshire,10,1573,5,14943.5,9865.01,5078.49,Credit,Returned,Moore Group,timothy66@example.org,3,Yes,7
253,ORD1253,2025-12-07,2025-12-14,CUST725,David Knapp,Home Office,PROD6282,Pen,Office Supplies,North,Idaho,South Jeremy,9,819,10,6633.9,5299.64,1334.26,Net Banking,Pending,Anderson-Medina,david49@example.com,13,No,0
254,ORD1254,2025-11-23,2025-11-25,CUST544,Jeffrey Reynolds,Home Office,PROD8017,Office Chair,Furniture,West,Alabama,Marcusstad,2,3496,5,6642.4,5354.47,1287.93,Credit,Returned,Gutierrez PLC,livingstonamy@example.net,27,No,0
255,ORD1255,2024-03-06,2024-03-08,CUST171,Steven Oliver,Consumer,PROD1104,Snacks,Grocery,North,California,Port Markport,4,4332,15,14728.8,8926.1,5802.7,Credit,Returned,"Everett, Alvarez and Jimenez",smithjason@example.org,26,No,0
256,ORD1256,2025-07-15,2025-07-22,CUST306,Marcus Rogers,Consumer,PROD1437,Laptop,Electronics,South,Montana,Zamoraside,10,1441,0,14410.0,10354.85,4055.15,Credit,Returned,"Smith, Bender and Morales",ipeck@example.net,29,No,0
257,ORD1257,2025-04-04,2025-04-11,CUST232,Jack Bryant,Corporate,PROD9200,File Folder,Office Supplies,East,South Carolina,East Sarah,7,1093,20,6120.8,5018.95,1101.85,UPI,Returned,"Singh, Jones and Lee",russellwendy@example.org,6,Yes,1
258,ORD1258,2024-03-03,2024-03-05,CUST934,Rachel Howard,Home Office,PROD8687,Calculator,Office Supplies,North,New York,Adamschester,10,4394,0,43940.0,36604.93,7335.07,UPI,Returned,Simpson PLC,shane16@example.org,20,No,0
259,ORD1259,2026-01-27,2026-01-28,CUST529,James Morales,Consumer,PROD9462,Stapler,Office Supplies,East,New York,Reedton,10,2645,15,22482.5,14257.78,8224.72,Net Banking,Pending,"Torres, Mcmillan and Hobbs",deborahobrien@example.com,9,Yes,7
260,ORD1260,2024-11-12,2024-11-17,CUST154,Jessica Nelson,Corporate,PROD4647,File Folder,Office Supplies,South,Delaware,South Samanthaton,9,3024,5,25855.2,18832.15,7023.05,Cash,Pending,"Gonzales, Davis and Johnson",thomasmatthew@example.org,4,Yes,3
261,ORD1261,2024-12-01,2024-12-06,CUST503,George Vasquez,Corporate,PROD3761,Office Chair,Furniture,West,Nevada,Erinmouth,9,2733,10,22137.3,19348.4,2788.9,Cash,Pending,Wilkinson-Donaldson,hughesrobert@example.org,2,Yes,28
262,ORD1262,2024-10-13,2024-10-18,CUST816,Paul Miller,Home Office,PROD3027,Keyboard,Electronics,South,Nebraska,Calebchester,3,2244,0,6732.0,4091.0,2641.0,Cash,Delivered,Christensen PLC,wattsjason@example.com,6,Yes,30
263,ORD1263,2025-02-07,2025-02-13,CUST169,Darius Suarez,Corporate,PROD3737,Sofa,Furniture,East,New Hampshire,North Ericaton,1,291,15,247.35,196.19,51.16,UPI,Cancelled,"Williams, Little and Boyer",hannahlewis@example.org,22,No,0
264,ORD1264,2025-03-06,2025-03-11,CUST883,Michael Webb,Corporate,PROD3840,Sugar,Grocery,West,Florida,South Lindsey,10,3166,10,28494.0,25461.18,3032.82,Cash,Returned,Gill LLC,dannysawyer@example.com,14,No,0
265,ORD1265,2024-07-16,2024-07-17,CUST281,Sandra Clark,Corporate,PROD3347,Pen,Office Supplies,East,Maine,Weissberg,8,1095,10,7884.0,5126.19,2757.81,Net Banking,Delivered,Ward Inc,garyarnold@example.com,11,No,0
266,ORD1266,2025-02-19,2025-02-21,CUST785,Elizabeth Sheppard,Corporate,PROD2191,Monitor,Electronics,South,Montana,Henrymouth,7,4365,5,29027.25,22233.73,6793.52,Net Banking,Returned,Harris-Price,fbrewer@example.com,20,No,0
267,ORD1267,2025-02-22,2025-02-24,CUST205,Robert Jennings,Home Office,PROD7729,Sugar,Grocery,North,Michigan,Brownfort,6,1280,10,6912.0,4846.79,2065.21,Credit,Cancelled,Lang-Young,bsmith@example.com,26,No,0
268,ORD1268,2024-03-25,2024-03-29,CUST458,Christina Cook,Corporate,PROD6017,Sugar,Grocery,South,Georgia,Lake Davidburgh,4,2804,10,10094.4,7412.63,2681.77,Cash,Cancelled,Vasquez-Beck,jennifernewton@example.com,29,No,0
269,ORD1269,2024-10-17,2024-10-21,CUST503,Linda Woods,Corporate,PROD9072,Calculator,Office Supplies,East,Minnesota,Lucasport,8,172,0,1376.0,1061.65,314.35,Net Banking,Returned,"Romero, Wallace and Guzman",wilsonerica@example.net,25,No,0
270,ORD1270,2024-10-15,2024-10-17,CUST743,Steven Arnold,Consumer,PROD1383,Juice Pack,Grocery,South,Missouri,New Jessicabury,3,1594,15,4064.7,2496.17,1568.53,UPI,Cancelled,Chase LLC,mccannsean@example.net,14,No,0
271,ORD1271,2025-09-29,2025-10-02,CUST444,Andrew Mitchell,Consumer,PROD2848,Keyboard,Electronics,South,Oklahoma,West Gail,9,3093,5,26445.15,23112.98,3332.17,UPI,Pending,Luna-Mcknight,albertsnyder@example.com,23,No,0
272,ORD1272,2025-12-24,2025-12-31,CUST344,Seth Gonzalez,Corporate,PROD6634,Monitor,Electronics,North,North Dakota,Michaelbury,1,4233,15,3598.05,2829.67,768.38,Net Banking,Returned,"Stephens, Butler and Hernandez",smithlisa@example.org,2,Yes,6
273,ORD1273,2025-06-22,2025-06-27,CUST555,Robert Robles,Consumer,PROD6188,Notebook,Office Supplies,South,Michigan,Ronaldport,1,3466,10,3119.4,2017.13,1102.27,Credit,Cancelled,"Johnson, Ayers and Smith",heathermiller@example.com,2,Yes,16
274,ORD1274,2026-01-26,2026-02-02,CUST677,Willie Castillo,Consumer,PROD1449,Calculator,Office Supplies,East,Idaho,Lake Carol,2,1655,5,3144.5,2464.28,680.22,Credit,Returned,Johnson and Sons,garciajoseph@example.net,20,No,0
275,ORD1275,2025-06-15,2025-06-18,CUST677,Adrian Gray,Consumer,PROD2839,Cooking Oil,Grocery,South,Kansas,East Robinville,1,2859,10,2573.1,1987.59,585.51,Credit,Delivered,"Nash, Spence and Owens",kristencox@example.org,15,No,0
276,ORD1276,2026-01-13,2026-01-19,CUST811,Raymond Taylor,Consumer,PROD8304,Cooking Oil,Grocery,East,Idaho,Franklinport,8,2378,15,16170.4,11346.14,4824.26,Credit,Returned,Flores-Vazquez,katiecarroll@example.com,8,Yes,21
277,ORD1277,2024-03-19,2024-03-24,CUST756,Erica Shelton,Corporate,PROD5452,Sugar,Grocery,West,Georgia,Karenfurt,2,2533,15,4306.1,2614.79,1691.31,Cash,Returned,"Kelly, Delgado and Simpson",lukemartinez@example.com,16,No,0
278,ORD1278,2024-04-11,2024-04-13,CUST173,Andrea Sanchez,Consumer,PROD6489,Sofa,Furniture,North,Indiana,West Lauren,3,3401,15,8672.55,7261.44,1411.11,Net Banking,Returned,Martinez Inc,michaelchurch@example.com,3,Yes,15
279,ORD1279,2025-10-15,2025-10-16,CUST199,Mary Garcia,Home Office,PROD2326,Snacks,Grocery,North,Illinois,Michaelmouth,5,1215,15,5163.75,4432.28,731.47,Cash,Pending,Taylor-Romero,sarah39@example.org,20,No,0
280,ORD1280,2025-02-17,2025-02-23,CUST374,Brian Wood,Home Office,PROD9954,Notebook,Office Supplies,East,North Carolina,New Sandy,5,3415,10,15367.5,10167.5,5200.0,UPI,Delivered,Davidson Ltd,amy19@example.com,6,Yes,11
281,ORD1281,2025-02-27,2025-03-01,CUST138,Mindy Estrada,Corporate,PROD2692,Sofa,Furniture,South,Vermont,West Mallory,7,2057,10,12959.1,9347.27,3611.83,UPI,Delivered,Allen Inc,yvonne58@example.net,30,No,0
282,ORD1282,2025-09-19,2025-09-20,CUST542,Thomas Delacruz,Home Office,PROD9354,Sugar,Grocery,West,Wisconsin,Jenningsberg,1,3653,10,3287.7,1986.98,1300.72,Cash,Returned,"Hicks, Nixon and Brown",michael76@example.org,20,No,0
283,ORD1283,2024-04-07,2024-04-13,CUST534,Ashley Farmer,Home Office,PROD9344,Cooking Oil,Grocery,East,Iowa,West Vickifort,6,1550,15,7905.0,5328.6,2576.4,Net Banking,Returned,"Vasquez, Cook and Williams",thomas20@example.net,3,Yes,11
284,ORD1284,2024-06-12,2024-06-17,CUST324,Michael Elliott MD,Home Office,PROD8785,Rice Bag,Grocery,West,Colorado,Lake John,8,722,20,4620.8,3812.48,808.32,Cash,Cancelled,Santana and Sons,meyeranthony@example.net,25,No,0
285,ORD1285,2024-04-25,2024-05-02,CUST180,Tamara Martinez,Home Office,PROD7858,Headphone,Electronics,West,Pennsylvania,Derekberg,6,4630,15,23613.0,16369.58,7243.42,UPI,Delivered,"Washington, Price and Orr",tina05@example.org,14,No,0
286,ORD1286,2024-09-08,2024-09-15,CUST381,Stacey Shaffer,Corporate,PROD7458,Dinning Table,Furniture,West,Oregon,Colemanmouth,7,2805,20,15708.0,12300.04,3407.96,UPI,Cancelled,"Porter, Navarro and Frank",watersmichael@example.com,7,Yes,30
287,ORD1287,2025-02-04,2025-02-07,CUST289,Michael Nguyen,Corporate,PROD5253,Calculator,Office Supplies,South,Arkansas,North Reginamouth,1,968,10,871.2,645.7,225.5,Cash,Cancelled,Johnson-West,atkinsnoah@example.com,14,No,0
288,ORD1288,2025-11-07,2025-11-14,CUST882,Steve Thompson,Corporate,PROD1697,Snacks,Grocery,North,Montana,East Jennifer,2,2477,15,4210.9,3183.89,1027.01,Net Banking,Delivered,"Solis, Higgins and Torres",davidbeck@example.org,25,No,0
289,ORD1289,2024-03-24,2024-03-25,CUST560,Heather Nicholson,Home Office,PROD1680,Laptop,Electronics,West,Massachusetts,Port Davidborough,7,3222,15,19170.9,13903.87,5267.03,Credit,Delivered,Martin Ltd,ronaldsmith@example.org,24,No,0
290,ORD1290,2024-05-02,2024-05-06,CUST151,William Harris,Corporate,PROD5530,Cooking Oil,Grocery,North,Iowa,Lopezfurt,10,1053,5,10003.5,7618.07,2385.43,UPI,Returned,"Clayton, Gonzales and Garcia",michael53@example.org,10,No,0
291,ORD1291,2024-03-30,2024-04-02,CUST407,Shannon Butler,Corporate,PROD7760,Notebook,Office Supplies,North,Wyoming,Arnoldton,2,3412,10,6141.6,3905.51,2236.09,Credit,Returned,"Montes, Kaiser and Simpson",katherinegamble@example.com,27,No,0
292,ORD1292,2024-09-11,2024-09-18,CUST171,John Hicks,Consumer,PROD4842,Cooking Oil,Grocery,South,Delaware,East Bonnie,6,2919,20,14011.2,8938.14,5073.06,Cash,Delivered,"Johnson, Jackson and Martinez",wesley09@example.net,11,No,0
293,ORD1293,2025-11-15,2025-11-18,CUST936,Lindsey Wood,Corporate,PROD7250,Dinning Table,Furniture,East,Georgia,North Shawnport,7,4720,20,26432.0,19305.24,7126.76,UPI,Cancelled,"Perez, Parker and Baker",mjackson@example.org,2,Yes,26
294,ORD1294,2025-12-27,2026-01-01,CUST544,Tiffany Stevens,Corporate,PROD5396,Bookshelf,Furniture,West,Hawaii,Lynchmouth,2,4773,15,8114.1,6341.77,1772.33,Cash,Cancelled,Smith Group,rachelchen@example.com,23,No,0
295,ORD1295,2025-05-11,2025-05-13,CUST327,David Valdez,Consumer,PROD1794,Laptop,Electronics,West,Kansas,Port Brandonville,3,2395,20,5748.0,3677.78,2070.22,Net Banking,Delivered,Henry and Sons,ajames@example.org,26,No,0
296,ORD1296,2024-07-30,2024-08-04,CUST228,Melanie Allen,Corporate,PROD7603,Sugar,Grocery,East,Tennessee,North Rodneyberg,1,4560,15,3876.0,3162.44,713.56,UPI,Pending,"Murphy, Evans and Washington",toddgray@example.com,29,No,0
297,ORD1297,2025-12-17,2025-12-20,CUST320,Connie Solomon,Corporate,PROD3483,Cooking Oil,Grocery,North,Wisconsin,Christianstad,4,109,5,414.2,289.74,124.46,Credit,Delivered,"Gregory, Harris and Hester",john32@example.org,1,Yes,2
298,ORD1298,2025-12-09,2025-12-16,CUST700,James Williams,Corporate,PROD7531,Office Chair,Furniture,North,North Carolina,Josephton,4,2158,20,6905.6,5615.66,1289.94,Net Banking,Returned,Walsh LLC,hunterrobin@example.com,18,No,0
299,ORD1299,2025-11-05,2025-11-07,CUST695,Kelly Wiley,Home Office,PROD3530,Notebook,Office Supplies,South,Wisconsin,Walterstown,3,676,5,1926.6,1708.74,217.86,UPI,Pending,"Ramsey, Graves and Evans",penakristy@example.net,29,No,0
300,ORD1300,2025-08-12,2025-08-16,CUST436,Angelica Allen,Corporate,PROD8839,Laptop,Electronics,East,Maryland,East Manuelview,3,1416,10,3823.2,2884.33,938.87,Credit,Delivered,Carlson PLC,jenniferbrennan@example.com,12,No,0
301,ORD1301,2025-12-27,2026-01-02,CUST295,Eric Benton,Home Office,PROD3097,Rice Bag,Grocery,East,Utah,Port Crystalburgh,9,2579,10,20889.9,13728.1,7161.8,Net Banking,Returned,"House, Evans and Gutierrez",heidimorris@example.org,5,Yes,29
302,ORD1302,2025-08-30,2025-09-02,CUST446,Mallory Howell,Corporate,PROD9360,Headphone,Electronics,South,Georgia,Lake Kathleenbury,6,1977,10,10675.8,6964.13,3711.67,Credit,Pending,Clark-Deleon,cooperfrank@example.com,13,No,0
303,ORD1303,2025-11-05,2025-11-07,CUST894,Todd Boyd,Consumer,PROD5437,Stapler,Office Supplies,West,Nebraska,South Cindyland,9,2419,5,20682.45,17073.91,3608.54,Credit,Cancelled,Jones Ltd,kimberlystephens@example.org,16,No,0
304,ORD1304,2024-09-12,2024-09-19,CUST347,Matthew Jones,Consumer,PROD5853,Notebook,Office Supplies,West,South Dakota,Cruzbury,2,2109,5,4007.1,2689.73,1317.37,UPI,Pending,"Davis, Scott and Sims",heatherwise@example.org,12,No,0
305,ORD1305,2024-05-04,2024-05-11,CUST469,Michelle Johnson,Corporate,PROD1001,Pen,Office Supplies,South,Vermont,Bergerhaven,8,1256,20,8038.4,7061.42,976.98,UPI,Pending,Gilbert LLC,alexandraroman@example.com,13,No,0
306,ORD1306,2024-05-17,2024-05-21,CUST349,Bruce Miller,Home Office,PROD8927,Snacks,Grocery,South,Alaska,Garyberg,3,2293,15,5847.15,4975.34,871.81,Credit,Delivered,"Harris, Villarreal and Escobar",kristinawilliams@example.org,1,Yes,3
307,ORD1307,2025-08-12,2025-08-16,CUST107,April Spencer,Home Office,PROD2292,Monitor,Electronics,South,Maine,North Lisa,8,1881,10,13543.2,9218.5,4324.7,Cash,Cancelled,Gilbert-Brown,wallacenicholas@example.net,4,Yes,11
308,ORD1308,2024-10-12,2024-10-14,CUST310,Timothy Larson,Consumer,PROD5496,Stapler,Office Supplies,East,South Dakota,Lake Kathleenland,8,2484,15,16891.2,10722.13,6169.07,Credit,Returned,"Flores, Dean and Sanders",catherinehicks@example.com,15,No,0
309,ORD1309,2024-03-15,2024-03-22,CUST408,Benjamin Willis,Corporate,PROD2199,Rice Bag,Grocery,West,Maryland,Fowlermouth,6,2040,0,12240.0,8580.26,3659.74,Cash,Delivered,Bailey LLC,qjones@example.org,14,No,0
310,ORD1310,2025-02-19,2025-02-24,CUST171,Jonathan Graham,Corporate,PROD9491,Headphone,Electronics,South,Texas,Markton,2,163,15,277.1,173.95,103.15,Credit,Returned,Williams Group,ravenbaker@example.org,8,Yes,29
311,ORD1311,2025-05-20,2025-05-22,CUST483,Charles Burton,Consumer,PROD1133,Juice Pack,Grocery,East,North Dakota,Millsburgh,8,3419,5,25984.4,16526.61,9457.79,Credit,Cancelled,Smith Group,jenniferhill@example.net,23,No,0
312,ORD1312,2024-05-13,2024-05-18,CUST258,Erin Bennett,Corporate,PROD5556,Study Table,Furniture,North,Maine,Port Jennifer,10,2896,0,28960.0,22972.44,5987.56,Net Banking,Pending,"Roberts, Herrera and Smith",moonluke@example.com,7,Yes,4
313,ORD1313,2024-07-08,2024-07-09,CUST242,Maria Higgins,Consumer,PROD3765,Mouse,Electronics,West,Ohio,Valdezton,8,4049,5,30772.4,20949.23,9823.17,UPI,Returned,"Phillips, Olsen and Conway",simmonsheidi@example.net,21,No,0
314,ORD1314,2025-07-17,2025-07-18,CUST605,Shawna Cooper,Home Office,PROD8038,Juice Pack,Grocery,West,Florida,Nancyside,3,2338,15,5961.9,5042.34,919.56,UPI,Returned,"Russell, Woods and Anderson",anthony80@example.org,6,Yes,15
315,ORD1315,2025-12-26,2025-12-31,CUST137,Phillip Johnson,Corporate,PROD7071,Sugar,Grocery,South,New York,Boydmouth,10,220,15,1870.0,1336.46,533.54,Net Banking,Pending,Torres PLC,lauren43@example.org,21,No,0
316,ORD1316,2025-09-08,2025-09-10,CUST591,Jennifer Baker,Consumer,PROD3697,Keyboard,Electronics,East,Connecticut,Blackwellfurt,1,4142,10,3727.8,2874.61,853.19,Credit,Pending,"Spencer, Davis and Sweeney",andrew92@example.org,22,No,0
317,ORD1317,2024-03-06,2024-03-11,CUST222,Mr. Joel Daniels,Consumer,PROD2805,Sugar,Grocery,South,Vermont,Lake Carmen,10,3467,5,32936.5,26145.09,6791.41,UPI,Cancelled,"Hines, Garcia and Jordan",julie53@example.com,24,No,0
318,ORD1318,2024-03-31,2024-04-06,CUST315,Stephen Jensen,Consumer,PROD6892,Mouse,Electronics,South,Nebraska,South Ginafurt,5,247,15,1049.75,926.73,123.02,UPI,Pending,Cunningham-Escobar,qwhite@example.org,22,No,0
319,ORD1319,2026-01-02,2026-01-05,CUST321,Samantha Williamson,Corporate,PROD7337,Notebook,Office Supplies,North,Wisconsin,West Vanessaborough,4,4913,5,18669.4,15285.29,3384.11,Cash,Delivered,Peters Inc,zcrane@example.com,18,No,0
320,ORD1320,2025-07-24,2025-07-26,CUST701,Kevin Garcia,Consumer,PROD1709,Headphone,Electronics,East,New Mexico,Lake Nicholasbury,2,3767,20,6027.2,3769.88,2257.32,Credit,Delivered,"Farley, Allen and Davenport",marcussampson@example.net,3,Yes,14
321,ORD1321,2024-11-22,2024-11-25,CUST629,Nicole Robertson,Home Office,PROD6561,Office Chair,Furniture,South,Illinois,Ariasfurt,7,4428,15,26346.6,19610.86,6735.74,UPI,Returned,Wong and Sons,rita76@example.net,18,No,0
322,ORD1322,2025-10-13,2025-10-20,CUST128,Dr. Taylor Fuller,Corporate,PROD4083,Calculator,Office Supplies,South,New Jersey,West Jamesfurt,4,4675,5,17765.0,14211.33,3553.67,Cash,Pending,Lopez PLC,johnsonamber@example.org,24,No,0
323,ORD1323,2024-10-26,2024-10-31,CUST836,Courtney Jacobson,Corporate,PROD6115,Cooking Oil,Grocery,East,Minnesota,East Sabrina,7,1039,20,5818.4,5222.82,595.58,Net Banking,Pending,Curry Group,perezhannah@example.net,12,No,0
324,ORD1324,2026-01-05,2026-01-12,CUST102,Brandon Elliott,Home Office,PROD4347,Juice Pack,Grocery,West,Connecticut,Lake Anitatown,9,1576,15,12056.4,8293.66,3762.74,Credit,Pending,"Bell, Medina and Tucker",mary76@example.org,8,Yes,15
325,ORD1325,2025-06-05,2025-06-08,CUST598,Mary Duarte,Corporate,PROD8387,Keyboard,Electronics,North,West Virginia,West Amychester,5,2257,20,9028.0,6576.03,2451.97,UPI,Returned,Shaw PLC,oalexander@example.net,5,Yes,10
326,ORD1326,2024-07-10,2024-07-16,CUST175,Kenneth Carlson,Corporate,PROD5819,Study Table,Furniture,South,North Carolina,New Danielberg,1,4050,20,3240.0,2063.85,1176.15,UPI,Returned,"Rodriguez, Ponce and Martinez",susan95@example.org,25,No,0
327,ORD1327,2025-09-17,2025-09-20,CUST931,Karen Cline,Home Office,PROD9544,Stapler,Office Supplies,East,Oklahoma,North Joshua,7,4085,20,22876.0,16110.88,6765.12,Cash,Delivered,Rivera-Hernandez,rogerscarlos@example.com,14,No,0
328,ORD1328,2025-06-01,2025-06-07,CUST994,Catherine Mcdonald,Home Office,PROD8141,Keyboard,Electronics,North,Illinois,Johnmouth,8,724,0,5792.0,4080.94,1711.06,UPI,Cancelled,"White, Banks and Merritt",william13@example.net,14,No,0
329,ORD1329,2024-08-04,2024-08-05,CUST428,Elizabeth Garrett,Home Office,PROD5390,Notebook,Office Supplies,West,West Virginia,New Jeffrey,1,125,10,112.5,68.49,44.01,Credit,Delivered,Peterson-Allen,ywilliams@example.org,17,No,0
330,ORD1330,2025-07-29,2025-07-30,CUST359,Mary Russell,Consumer,PROD1955,Study Table,Furniture,West,Missouri,Lake Elizabethhaven,6,1547,15,7889.7,5252.15,2637.55,UPI,Delivered,Jones-Martin,dawsonwilliam@example.org,10,No,0
331,ORD1331,2024-04-03,2024-04-08,CUST933,Brandi Gould,Consumer,PROD2708,Headphone,Electronics,South,Mississippi,New Gina,8,1814,15,12335.2,10050.58,2284.62,Credit,Cancelled,"Gonzales, Coleman and Martin",hnolan@example.org,8,Yes,8
332,ORD1332,2025-08-22,2025-08-26,CUST300,Vanessa Turner,Home Office,PROD4467,File Folder,Office Supplies,South,Utah,East Susan,5,1402,5,6659.5,4564.98,2094.52,Credit,Cancelled,Vasquez-Davis,avilapeter@example.net,28,No,0
333,ORD1333,2025-10-07,2025-10-09,CUST723,Jason Barnes,Corporate,PROD7828,File Folder,Office Supplies,South,Arkansas,Port Jessicamouth,5,1771,5,8412.25,7021.59,1390.66,Credit,Delivered,Webb Group,imccoy@example.net,13,No,0
334,ORD1334,2024-08-15,2024-08-19,CUST511,Brian Bradley,Corporate,PROD2199,Cooking Oil,Grocery,East,North Dakota,New Kristinaland,9,4790,15,36643.5,23670.83,12972.67,Credit,Delivered,Coffey Group,daniel82@example.net,24,No,0
335,ORD1335,2025-10-05,2025-10-11,CUST364,Jose Schneider,Corporate,PROD8364,Snacks,Grocery,South,Washington,Pageland,8,3763,5,28598.8,25184.73,3414.07,UPI,Pending,Edwards Group,anthonycowan@example.org,5,Yes,19
336,ORD1336,2024-10-21,2024-10-26,CUST131,Nicole Johnston,Home Office,PROD6446,Monitor,Electronics,South,Georgia,Adamsville,9,1258,0,11322.0,8599.99,2722.01,UPI,Returned,Walker PLC,twalker@example.com,24,No,0
337,ORD1337,2025-12-17,2025-12-19,CUST630,Julia Proctor,Home Office,PROD6998,Monitor,Electronics,West,New York,East Jeremy,3,199,10,537.3,409.91,127.39,UPI,Delivered,Myers-Buckley,kevinpadilla@example.org,2,Yes,1
338,ORD1338,2025-04-17,2025-04-20,CUST139,Linda Mcdonald,Home Office,PROD7837,Rice Bag,Grocery,North,Rhode Island,West Cynthia,10,4909,20,39272.0,29962.03,9309.97,Net Banking,Delivered,Fuentes Inc,malexander@example.net,25,No,0
339,ORD1339,2025-05-09,2025-05-14,CUST901,Christopher Larsen,Corporate,PROD3753,Snacks,Grocery,North,West Virginia,South Steven,2,636,0,1272.0,830.57,441.43,Net Banking,Cancelled,Black LLC,timothybowman@example.net,15,No,0
340,ORD1340,2026-02-07,2026-02-09,CUST964,Taylor Cuevas,Corporate,PROD3019,Dinning Table,Furniture,East,Utah,South Conniechester,3,1553,20,3727.2,3237.83,489.37,UPI,Returned,Doyle-Lester,trevorluna@example.com,3,Yes,13
341,ORD1341,2024-05-17,2024-05-22,CUST621,Matthew Carrillo,Consumer,PROD2495,Calculator,Office Supplies,North,North Carolina,Lake Susanland,6,196,20,940.8,643.39,297.41,UPI,Returned,Garcia Inc,dallen@example.net,16,No,0
342,ORD1342,2026-01-01,2026-01-02,CUST612,Lucas Dodson,Home Office,PROD8481,File Folder,Office Supplies,North,Nevada,Taylorland,1,4025,15,3421.25,2776.08,645.17,Cash,Returned,"Delacruz, Ruiz and Olsen",chapmanpatrick@example.com,23,No,0
343,ORD1343,2025-11-06,2025-11-10,CUST797,Ashley Murillo,Consumer,PROD6371,Mouse,Electronics,East,Mississippi,West Amanda,10,1835,0,18350.0,15249.19,3100.81,Cash,Pending,"Mcdonald, Edwards and Richardson",allison16@example.com,7,Yes,15
344,ORD1344,2026-02-17,2026-02-23,CUST214,Lisa Malone,Corporate,PROD7852,Notebook,Office Supplies,North,North Dakota,Phillipfurt,6,4959,20,23803.2,20263.2,3540.0,Net Banking,Cancelled,"Long, Donovan and Perez",markdean@example.net,27,No,0
345,ORD1345,2025-10-15,2025-10-19,CUST823,Jeffrey Johnson,Home Office,PROD3695,Rice Bag,Grocery,North,Maine,New Cody,7,3117,20,17455.2,15289.58,2165.62,Net Banking,Pending,Mcdaniel Inc,randymeyer@example.net,9,Yes,3
